name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Middle backend-разработчик,,,,,Тверь,2017-01-24T10:45:36+0300
Junior backend-разработчик,,,,,Тверь,2017-01-24T10:45:41+0300
PHP developer (backend/full stack),"Ответственность
Дисциплинированность",,,,Витебск,2017-01-09T15:31:30+0300
Java разработчик - Full stack / back end developer,"Java
Java SE
Spring Framework
SQL
JSF",,,,Владимир,2017-12-29T17:11:52+0300
Веб-разработчик (backend),"PHP
JavaScript
HTML
MySQL",25000.0,45000.0,RUR,Белгород,2017-12-29T17:16:27+0300
NodeJS backend Developer,"ORM
MVC
ES6
Node.js
JavaScript
REST
SOAP
Git
MySQL
Docker",,,,Севастополь,2017-08-30T16:24:12+0300
Стажер backend-разработчик на JavaScript,"JavaScript
HTTP
SQL
Node.js",,,,Москва,2017-09-25T10:45:49+0300
"Тимлид, backend программист PHP","PHP
PostgreSQL
Redis
Linux",120000.0,160000.0,RUR,Санкт-Петербург,2017-02-27T22:44:17+0300
"Разработчик (backend, frontend)","PHP
HTML
JavaScript
MySQL
CSS
jQuery
HTML5
PHP5
Yii
CSS3
Ajax
Java",30000.0,,RUR,Йошкар-Ола,2017-02-27T23:13:59+0300
Python backend developer (team lead),"Python
Django Framework
PostgreSQL
Memcached
Bash",120000.0,200000.0,RUR,Москва,2017-10-17T17:45:24+0300
Senior backend - разработчик,,,,,Москва,2017-09-15T14:58:49+0300
Senior backend Node.js developer,"Node.js
MySQL
MongoDB
ООП",100000.0,,RUR,Санкт-Петербург,2017-08-17T22:03:27+0300
PHP developer (backend/full stack),"Ответственность
Дисциплинированность",700.0,,BYR,Витебск,2017-12-28T09:42:13+0300
".NET C# developer (web, backend, mobile)","C#
jQuery
Git
MS SQL
ASP.NET
JavaScript
.NET Framework
Entity Framework
HTML
WCF
MS SQL Server
MS Visual Studio
WPF
CSS
Bootstrap
Ajax
HTML5
MVC",65000.0,80000.0,RUR,Екатеринбург,2017-03-23T09:16:39+0300
".NET C# developer (web, backend, mobile)","C#
jQuery
Git
MS SQL
ASP.NET
JavaScript
.NET Framework
Entity Framework
HTML
WCF
MS SQL Server
MS Visual Studio
WPF
CSS
Bootstrap
Ajax
HTML5
MVC",65000.0,80000.0,RUR,Пермь,2017-04-17T13:46:03+0300
"Web-разработчик (php, html frontend backend fullstack)","Веб-программирование
HTML
PHP
CSS
SQL
CMS Wordpress
JavaScript",150000.0,300000.0,KZT,Алматы,2017-05-08T09:28:13+0300
Ведущий backend разработчик/Senior Python Developer,"Python
Git
Unit Testing
PostgreSQL
Flask
MongoDB
RabbitMQ
Redis
Jenkins",115000.0,155000.0,RUR,Москва,2017-12-13T11:14:27+0300
Ведущий разработчик backend,"Java
SCALA
NoSQL
PostgreSQL
Hibernate ORM
JPA
ООП
Git
Spring Framework",350000.0,,KZT,Алматы,2017-06-08T11:46:32+0300
Разработчик backend,"Java
SCALA
NoSQL
PostgreSQL
Hibernate ORM
JPA",250000.0,,KZT,Алматы,2017-06-08T11:52:28+0300
Верстальщик (умение верстать под шаблонизатор django / jinja),,50000.0,70000.0,RUR,Москва,2017-02-09T22:36:53+0300
Senior backend - разработчик,,,,,Москва,2017-12-15T17:49:40+0300
Старший backend программист,"PHP
Node.js
MySQL
JavaScript
elastic search",170000.0,210000.0,RUR,Нижний Новгород,2017-09-20T10:21:11+0300
Старший backend программист,"PHP
Node.js
MySQL
JavaScript
elastic search",170000.0,210000.0,RUR,Казань,2017-09-20T10:22:21+0300
Старший backend программист,"PHP
Node.js
MySQL
JavaScript
elastic search",170000.0,210000.0,RUR,Челябинск,2017-09-20T10:23:31+0300
Старший backend программист,"PHP
Node.js
MySQL
JavaScript
elastic search",170000.0,210000.0,RUR,Омск,2017-09-20T10:24:00+0300
Старший backend программист,"PHP
Node.js
MySQL
JavaScript
elastic search",170000.0,210000.0,RUR,Самара,2017-09-20T10:24:49+0300
Старший backend программист,"PHP
MySQL
JavaScript
elastic search
PostgreSQL
Linux
SQL",170000.0,400000.0,RUR,Санкт-Петербург,2017-10-20T10:27:57+0300
Fullstack developer (php/symfony + js/jquery),"PHP
JavaScript
HTML
MySQL
CSS
jQuery
Git
Bootstrap
Symfony
Redis
SVN",100000.0,150000.0,RUR,Москва,2017-10-20T11:07:22+0300
QA automation engineer (python / backend),"QA
Тестирование
iOS
Функциональное тестирование
Регресcионное тестирование
тестирование приложений
Python
Atlassian Jira
Android
Тестирование пользовательского интерфейса
Git",,,,Москва,2017-01-20T15:08:47+0300
Web-программист (django+sencha),,,,,Новосибирск,2017-09-25T06:09:41+0300
Разразботчик С# (backend) - работа с большими данными,"C#
MS SQL
Transact-SQL
RabbitMQ",,,,Москва,2017-04-25T18:06:03+0300
Junior backend developer (Node.js),,,,,Брянск,2017-04-09T13:18:49+0300
Golang разработчик бэкенда,,2000.0,2500.0,USD,Новосибирск,2017-02-27T04:55:01+0300
PHP-программист (backend),,,,,Москва,2017-03-27T11:05:19+0300
Senior Java Developer (backend),"Java
Spring Framework
MongoDB
Redis
BigQuery",,,,Санкт-Петербург,2017-03-01T10:31:06+0300
Junior backend-разработчик (php),PHP,25000.0,45000.0,RUR,Челябинск,2017-10-30T14:02:19+0300
Программист python/django,,80000.0,,RUR,Москва,2017-10-30T15:37:47+0300
Web программист - стажер (backend),"PHP
Linux
Голова на плечах
Руки откуда надо
Сложно",,,,Омск,2017-10-20T15:25:18+0300
Web-программист / backend developer,"PHP
HTML
JavaScript
MySQL
1С-Битрикс",,,,Ижевск,2017-08-22T14:04:38+0300
Web-разработчик ( back end ),,,,,Санкт-Петербург,2017-01-18T12:40:04+0300
Team Lead backend / PHP программист / Web developer,"PHP
Git
SQL
HTML
JavaScript
CSS
jQuery
Linux
ООП
Yii
MySQL
Управление проектами",80000.0,100000.0,RUR,Уфа,2017-02-02T10:58:14+0300
Team Lead backend / PHP программист / Web developer,"PHP
Git
SQL
HTML
JavaScript
CSS
jQuery
Linux
ООП
Yii
MySQL
Управление проектами",80000.0,100000.0,RUR,Краснодар,2017-02-02T10:58:19+0300
PHP разработчик (backend),"PHP5
MySQL
SQL
Ajax
REST
Symfony",,150000.0,RUR,Москва,2017-05-14T11:46:43+0300
Ведущий PHP-разработчик (fullstack/backend),,130000.0,150000.0,RUR,Москва,2017-04-14T11:52:02+0300
ASP.NET веб разработчик (бэкенд),"C#
JavaScript
Entity Framework
.NET Framework
.NET Web API
Node.js
HTTP
TDD
ООП
Linux
PostgreSQL
Git
ASP.NET
LINQ
Design Patterns",50000.0,,RUR,Тюмень,2017-06-07T18:30:23+0300
Senior backend Node.js,"Node.js
MongoDB
MySQL
Redis",120000.0,,RUR,Хабаровск,2017-07-22T12:48:58+0300
Старший backend-разработчик (Node.js),,,,,Москва,2017-01-30T10:35:32+0300
Middle backend-разработчик (PHP/Node.js),,,,,Москва,2017-01-30T10:35:32+0300
Java backend разработчик,Java,,,,Москва,2017-12-27T09:47:41+0300
Ведущий C++/Go разработчик (backend),"C++
PostgreSQL
RabbitMQ
Redis
DevOps
Docker
Bash",,230000.0,RUR,Москва,2017-11-18T13:14:26+0300
Программист Python (backend),,30000.0,50000.0,RUR,Краснодар,2017-11-18T19:38:56+0300
Node.js разработчик (backend),Node.js,100000.0,120000.0,RUR,Москва,2017-06-28T16:04:00+0300
Senior Java Developer (backend),,,,,Санкт-Петербург,2017-06-28T18:06:13+0300
PHP-программист (backend),"PHP5
Git
Linux
ООП
Yii
Ajax
MySQL
PHP
Nginx
MVC",,,,Санкт-Петербург,2017-05-29T22:35:57+0300
Тестировщик (backend),,,,,Санкт-Петербург,2017-09-28T20:32:22+0300
Junior backend-разработчик (php),PHP,25000.0,45000.0,RUR,Челябинск,2017-09-29T13:42:57+0300
Python backend-разработчик,"Python
Django Framework
Linux
MySQL
Git",100000.0,120000.0,RUR,Москва,2017-07-19T19:55:49+0300
Программист-разработчик backend,,120000.0,180000.0,RUR,Москва,2017-10-26T18:48:40+0300
Программист PHP backend,"PHP
HTML
CSS
JavaScript
Git
AngularJS",40000.0,,RUR,Казань,2017-05-30T16:02:41+0300
"Web developer / веб-разработчик (backend, php)",,60000.0,,RUR,Нижний Новгород,2017-06-30T09:43:44+0300
"Web developer / веб-разработчик (backend, .net)",".NET Framework
Entity Framework
C#
MS SQL",70000.0,,RUR,Нижний Новгород,2017-06-30T09:44:52+0300
Разработчик С# (backend),"C#
Microsoft Visual Studio
ООП
.NET Framework
WCF
REST
SOAP
Git
Unit Testing",,,,Москва,2017-07-16T12:53:08+0300
Junior-middle yii2 разработчик,,,,,Тверь,2017-07-01T11:03:50+0300
Middle full-stack python/django разработчик,"Python
Django Framework
JavaScript
PostgreSQL
jQuery
Git
Linux
HTML5
CSS3
MySQL
Nginx
Администрирование серверов Linux
vuejs",60000.0,120000.0,RUR,Казань,2017-12-16T17:35:26+0300
Разработчик backend/golang,"Golang
Git
Linux
Unix
Асинхронное программирование",,,,Москва,2017-11-20T16:53:55+0300
Разработчик backend/golang,"Golang
Git
Linux
Unix
Асинхронное программирование",,,,Ульяновск,2017-04-26T16:20:16+0300
QA automation engineer (python / backend),"QA
Тестирование
iOS
Функциональное тестирование
Регресcионное тестирование
тестирование приложений
Python
Atlassian Jira
Android
Тестирование пользовательского интерфейса
Git",,,,Москва,2017-03-02T20:30:24+0300
"Full-stack developer (backend, frontend)","HTML5
jQuery
CSS3
JavaScript
Git
Python
Django Framework
Flask
Bootstrap
SQL",,,,Минск,2017-04-01T21:55:52+0300
Senior Java Developer (backend),,,,,Москва,2017-01-20T11:55:34+0300
Разработчик backend,,,,,Москва,2017-10-06T12:28:10+0300
Web-разработчик (backend),,30000.0,45000.0,RUR,Саранск,2017-07-05T12:27:09+0300
Разработчик backend-систем (blockchain проект),,,,,Москва,2017-11-10T15:49:54+0300
Java backend developer,"Java
Python
ORACLE
Git
Ant, Maven
Linux
Docker",,,,Алматы,2017-11-11T15:53:21+0300
Web-разработчик (backend),,110000.0,150000.0,RUR,Москва,2017-11-17T17:54:35+0300
Magento backend разработчик,"Magento
PHP
MySQL
JavaScript
HTML
CSS",40000.0,120000.0,RUR,Таганрог,2017-11-12T22:49:51+0300
"Специалист по Joomla / frontend, backend developer",,,,,Минск,2017-09-19T13:45:08+0300
Junior backend-разработчик (php),PHP,25000.0,45000.0,RUR,Челябинск,2017-08-29T07:57:17+0300
PHP-разработчик (back end),,100000.0,,RUR,Москва,2017-08-29T10:39:10+0300
"Разработчик PHP, backend","PHP
MySQL
Git",60000.0,100000.0,RUR,Томск,2017-12-11T07:57:01+0300
"Full-stack разработчик (backend, frontend)","PHP
HTML
CSS
JavaScript
jQuery
AngularJS
Python
MySQL
Git
Linux
Unix",35000.0,,RUR,Саранск,2017-11-16T11:42:20+0300
.NET backend-разработчик,"C#
HTML
CSS
ASP.NET Core
TypeScript
NoSQL
Azure
MS SQL",80000.0,100000.0,RUR,Москва,2017-10-29T17:39:11+0300
Программист-разработчик (back end/ front end/ maps),"CSS3
HTML5
JavaScript
браузерные API
DOM
Ajax",,,,Москва,2017-01-06T01:46:45+0300
"Full-stack developer (backend, frontend)","HTML5
jQuery
CSS3
JavaScript
Git
Python
Django Framework
Flask
Bootstrap
SQL",,,,Минск,2017-04-07T10:00:37+0300
Ведущий разработчик Java (бэкенд),,,,,Санкт-Петербург,2017-04-07T11:06:10+0300
Ведущий разработчик Java (backend),"Java
SQL
PostgreSQL
Atlassian Jira
Git
Spring Framework
Hibernate ORM",130000.0,200000.0,RUR,Москва,2017-04-07T13:47:56+0300
"Web developer / веб-разработчик (backend, .net)",,,,,Москва,2017-08-26T17:42:06+0300
C# .NET backend developer,"C#
.NET Framework
REST
ASP.NET",,140000.0,RUR,Москва,2017-07-27T18:25:43+0300
Python / JAVA (back end) разработчик,,,,,Москва,2017-04-04T11:20:02+0300
Junior backend developer (PHP),"PHP
Yii
JavaScript
HTML
MySQL
CSS
CMS Wordpress",,,,Минск,2017-04-04T13:07:35+0300
.NET бэкенд разработчик,".NET Framework
ASP.NET
C#
PostgreSQL",,,,Казань,2017-08-31T15:37:07+0300
.NET бэкенд разработчик,".NET Framework
ASP.NET
C#
PostgreSQL",,,,Йошкар-Ола,2017-08-31T15:40:33+0300
.NET бэкенд разработчик,".NET Framework
ASP.NET
C#
PostgreSQL",,,,Чебоксары,2017-08-31T15:40:33+0300
Junior backend-разработчик Node.js,"JavaScript
Git
ООП
MySQL
XML
MVC
Node.js",40000.0,70000.0,RUR,Москва,2017-02-25T19:57:27+0300
Web-разработчик (backend),,30000.0,45000.0,RUR,Саранск,2017-03-19T00:16:52+0300
"PHP-программист, backend",,80000.0,150000.0,RUR,Санкт-Петербург,2017-02-17T00:17:21+0300
.NET backend-разработчик,"C#
HTML
CSS
ASP.NET
ASP.NET Core
TypeScript
NoSQL
Azure
MS SQL",60000.0,,RUR,Москва,2017-07-29T11:37:28+0300
"Разработчик php unit тестов (php7, codeception, yii2 framework)","PHP
Yii
Unit Testing",400.0,600.0,USD,Таиланд,2017-06-29T11:42:18+0300
Ведущий разработчик PHP (backend),,130000.0,150000.0,RUR,Москва,2017-12-08T13:02:40+0300
PHP ZEND/Web разработчик (backend),"PHP
Zend Framework
Magento
Prototype Js
MySQL
Linux
Git
TDD",50000.0,110000.0,RUR,Волгоград,2017-10-13T00:03:14+0300
PHP ZEND/Web разработчик (backend),"PHP
Zend Framework
Magento
Prototype Js
MySQL
Linux
Git
TDD",50000.0,110000.0,RUR,Краснодар,2017-10-13T00:58:18+0300
Lead backend разработчик,"SCALA
Lisp
Haskell
F#
Clojure
REST API
Git
OСaml",,,,Москва,2017-10-13T10:35:37+0300
Python backend разработчик в музыкальный сервис,"Python
PostgreSQL
Redis
Flask
Elasticsearch
gevent
Git",120000.0,160000.0,RUR,Москва,2017-08-01T12:33:14+0300
Full-Stack Developer (yii2),,,,,Москва,2017-08-11T15:59:58+0300
Web-программист (backend разработчик),,30000.0,40000.0,RUR,Новосибирск,2017-03-10T12:57:34+0300
Разработчик С# (backend),"C#
Microsoft Visual Studio
ООП
.NET Framework
WCF
REST
SOAP
Git
Unit Testing",100000.0,,RUR,Москва,2017-12-28T09:58:30+0300
Senior back end developer,"Yii
PHP5
CSS
HTML
PostgreSQL
JavaScript
Ajax
Nginx
Apache HTTP Server
laravel
Kohana
Symfony",100000.0,,RUR,Екатеринбург,2017-11-28T10:04:30+0300
Senior backend developer,,,,,Москва,2017-11-28T15:02:26+0300
Web-программист (backend php-разработчик),"PHP
MySQL
Git
NoSQL
ООП
PostgreSQL
PHP5
Linux
Atlassian Jira
Scrum
C++
Ajax
Yii
JavaScript",40000.0,,RUR,Новосибирск,2017-11-28T15:20:33+0300
Руководитель команды/backend-программист (Yii 2),"PHP5
Git
ООП
PHP7
Yii2
Yii
PostgreSQL
MVC
ORM",120000.0,150000.0,RUR,Санкт-Петербург,2017-08-27T12:46:18+0300
Senior backend developer / Software engineer (Cyprus),"Java
Oracle Pl/SQL
Spring Framework
Linux
Python
SVN
Ruby
MySQL
MS SQL Server
SQL Server Express",,3500.0,EUR,Москва,2017-07-30T23:08:35+0300
PHP backend developer,"MySQL
PHP
Git
HTML5
CSS3
ООП
jQuery
MVC",50000.0,100000.0,RUR,Йошкар-Ола,2017-11-14T14:16:11+0300
PHP developer (backend/full stack),"Ответственность
Дисциплинированность",700.0,,BYR,Витебск,2017-11-14T14:21:28+0300
NodeJS backend Developer,"ORM
MVC
ES6
Node.js
JavaScript
REST
SOAP
Git
MySQL
Docker",,,,Севастополь,2017-11-14T14:49:08+0300
"Full stack developer (front end & back end, node.js + react)",,3000.0,3000.0,EUR,Москва,2017-11-14T16:55:19+0300
"Full stack developer (front end & back end, node.js + react)",,3000.0,3000.0,EUR,Санкт-Петербург,2017-11-14T17:01:11+0300
"Full stack developer (front end & back end, node.js + react)",,3000.0,3000.0,EUR,Киев,2017-11-14T17:01:11+0300
"Full stack developer (front end & back end, node.js + react)",,3000.0,3000.0,EUR,Самара,2017-11-14T17:01:11+0300
"Full stack developer (front end & back end, node.js + react)",,3000.0,3000.0,EUR,Тольятти,2017-11-14T17:01:11+0300
PHP backend-разработчик,"PHP5
MySQL
PHP
Работа в команде
Yii
ООП",80000.0,120000.0,RUR,Москва,2017-05-07T13:12:48+0300
"Senior C# developer (web, backend, mobile)","C#
jQuery
Git
MS SQL
ASP.NET
JavaScript
Entity Framework
.NET Framework
HTML
WCF
MS SQL Server
MS Visual Studio
WPF
CSS
Bootstrap
Ajax
MVC
HTML5",80000.0,110000.0,RUR,Пермь,2017-04-17T13:45:57+0300
Team Lead backend / PHP программист,"PHP
Git
SQL
HTML
JavaScript
CSS
jQuery
Linux
ООП
Yii
MySQL
Управление проектами",,100000.0,RUR,Краснодар,2017-03-31T10:49:53+0300
"Разработчик автоматизированных систем управления (php, yii2)",,,,,Санкт-Петербург,2017-03-28T15:00:14+0300
Технический архитектор (backend / web / api проектов),,,,,Красноярск,2017-02-27T09:21:07+0300
Технический архитектор (backend / web / api проектов),,,,,Екатеринбург,2017-03-29T09:32:45+0300
NodeJS backend Developer,"ORM
MVC
ES6
Node.js
JavaScript
REST
SOAP
Git
MySQL
Docker",,,,Севастополь,2017-02-21T11:48:14+0300
Middle/Strong Junior Python developer (backend),"Linux
Git
Python
SQL
PostgreSQL
Python3
Tornado
momoko
Redis
Nginx",65000.0,,RUR,Санкт-Петербург,2017-01-02T23:42:29+0300
Java backend developer,,150000.0,,KZT,Алматы,2017-01-05T07:57:26+0300
Teamlead команды backend-разработки,"Java
SQL
PostgreSQL
Spring Framework
Atlassian Jira
Управление проектами
Управление персоналом
Python",,,,Москва,2017-12-04T10:37:14+0300
Junior разработчик JavaScript backend,JavaScript,60000.0,,RUR,Москва,2017-01-18T20:07:46+0300
"Web-программист (frontend, backend)/разработчик","1С-Битрикс
jQuery
JavaScript
SQL
Ajax
CSS
HTML5
CSS3
PHP5
MySQL
HTML
PHP
Bootstrap
Joomla CMS
CMS Wordpress
Yii
XML",30000.0,,RUR,Череповец,2017-01-11T19:40:06+0300
Web - разработчик (backend),"JavaScript
MySQL
SQL
PHP
HTML5
React
Node.js
Redis",100000.0,,RUR,Иркутск,2017-09-23T06:34:53+0300
Программист PHP/backend,,,,,Барнаул,2017-08-16T05:11:30+0300
Symfony backend developer,"Symfony
RabbitMQ
MySQL
Git
PHP
ООП
Design Patterns",,180000.0,RUR,Москва,2017-04-10T19:51:20+0300
С++/Python разработчик (desktop/backend),,100000.0,,RUR,Санкт-Петербург,2017-03-24T08:58:57+0300
Разработчик python (backend),,70000.0,,RUR,Воронеж,2017-03-24T11:00:54+0300
"Full-stack разработчик (backend, frontend)","PHP
MySQL
HTML
JavaScript
CSS
Node.js
NoSQL
MongoDB
AMQP
Memcached
Ajax
Websocket
Redis",120000.0,200000.0,RUR,Москва,2017-10-16T13:04:42+0300
Ruby backend разработчик,"Ruby
Ruby On Rails
PostgreSQL
Git
Linux
Nginx
Ajax
JSON API
SaaS
Go
Golang",,150000.0,RUR,Санкт-Петербург,2017-03-24T18:19:10+0300
Программист PHP (backend),,90000.0,110000.0,RUR,Москва,2017-05-19T12:35:28+0300
"Senior FullStack PHP (yii2, laravel5)/JS Angular","YII2
Laravel
AngularJS
PHP5
Node.js
MySQL
PostgreSQL
ООП
Symfony",2000.0,2600.0,USD,Москва,2017-05-19T13:35:55+0300
"Senior FullStack PHP (yii2, laravel5)/JS Angular","YII2
Laravel
AngularJS
PHP5
Node.js
MySQL
PostgreSQL
ООП
Symfony",2000.0,2600.0,USD,Москва,2017-05-19T13:35:55+0300
Ведущий backend разработчик,"PHP
Python
MS SQL
SQL
ООП
SVN
Управление командой
Разработка ПО",150000.0,,RUR,Москва,2017-06-18T16:01:25+0300
Web программист - стажер (backend),"PHP
Linux
Голова на плечах
Руки откуда надо
Сложно",,,,Омск,2017-06-25T21:45:06+0300
Backend разработчик (php-yii2),"PHP
MySQL
ООП
Yii
php7",,,,Иваново (Ивановская область),2017-11-20T13:10:51+0300
Java backend developer,,,,,Нижний Новгород,2017-12-11T11:02:18+0300
Java backend developer,,,,,Казань,2017-12-11T11:02:18+0300
Senior python backend разработчик в музыкальный сервис Zvooq,"Python
PostgreSQL
Redis
Flask
Elasticsearch
gevent
Git",150000.0,,RUR,Москва,2017-11-20T16:52:54+0300
Data Engineer (backend systems team),,,,,Санкт-Петербург,2017-12-11T13:18:35+0300
Ведущий Web-разработчик (бэкенд),"Лидерские качества
Постановка задач разработчикам
Управление проектами
Разработка технических заданий
Работа в команде
Разработка и внедрение политик и процедур
руководство командой разработчиков",50000.0,80000.0,RUR,Ижевск,2017-12-05T14:04:54+0300
Junior разработчик JavaScript backend,JavaScript,60000.0,,RUR,Москва,2017-04-26T15:24:08+0300
Web-программист (backend php-разработчик),"PHP
MySQL
Git
NoSQL
ООП
PostgreSQL
PHP5
Linux
Atlassian Jira
Scrum
C++
Ajax
Yii
JavaScript",30000.0,40000.0,RUR,Новосибирск,2017-04-12T08:55:55+0300
Ruby backend developer,,,,,Киев,2017-04-12T09:33:39+0300
Java developer (back end),,130000.0,,RUR,Нижний Новгород,2017-11-15T11:21:35+0300
Java developer (back end),,170000.0,,RUR,Самара,2017-11-15T11:24:52+0300
Java developer (back end),,170000.0,,RUR,Пермь,2017-11-15T11:24:52+0300
Java developer (back end),,170000.0,,RUR,Казань,2017-11-15T11:24:52+0300
Senior backend Node.js developer,"Node.js
MySQL
MongoDB
ООП",120000.0,,RUR,Санкт-Петербург,2017-12-15T13:10:30+0300
Ведущий бэкенд разработчик / Senior Python Developer,"Python
Agile Project Management
Jira
Django Framework",65000.0,90000.0,RUR,Санкт-Петербург,2017-07-30T10:34:51+0300
"Web developer / веб-разработчик (backend, php)",,60000.0,,RUR,Нижний Новгород,2017-08-23T13:46:11+0300
Senior backend developer C# (gamedev),"C#
MySQL
SQL
.NET Framework
.net core
Multithread Programming
highload
Game Programming",150000.0,180000.0,RUR,Москва,2017-06-11T12:49:43+0300
Web программист - стажер (backend),,,,,Омск,2017-06-19T13:07:34+0300
PHP разработчик (фулстек-бэкенд и фронт),,,,,Самара,2017-06-11T17:08:53+0300
Middle backend developer PHP (веб-разработчик),"PHP5
ООП
MVC
Git
Linux",50000.0,80000.0,RUR,Санкт-Петербург,2017-09-15T16:30:42+0300
Веб-разработчик (front end и back end),,10000.0,,UAH,Киев,2017-08-16T19:05:18+0300
Программист С# (backend),"C#
MS Visual Studio
MS SQL Server
Transact-SQL
.NET Framework
Web Application Development
ООП
IIS",40000.0,60000.0,RUR,Чебоксары,2017-08-17T09:14:08+0300
.NET backend-разработчик,"C#
HTML
CSS
ASP.NET Core
TypeScript
NoSQL
Azure
MS SQL",80000.0,100000.0,RUR,Москва,2017-09-16T10:03:45+0300
Python backend  разработчик,"Python
golang
docker
tornado
СУБД
ClickHouse",,,,Новосибирск,2017-09-13T07:21:58+0300
Разработчик backend С++,"C++
STL
MongoDB
Redis
PostgreSQL
Linux",,,,Москва,2017-12-15T15:11:18+0300
Тестировщик (backend),,,,,Санкт-Петербург,2017-08-23T15:18:40+0300
Веб-программист backend (PHP-программист),,,,,Казань,2017-03-29T09:33:04+0300
Разработчик backend (Javascript+Java),"JavaScript
HTML
Java",,,,Иннополис,2017-03-15T16:46:37+0300
Ведущий backend C# разработчик,,,,,Москва,2017-03-15T19:36:14+0300
Программист/web разработчик (backend),"Python
Django Framework
AngularJS
CSS
JavaScript
MySQL
Linux",40000.0,70000.0,RUR,Москва,2017-04-05T07:42:00+0300
Разработчик для мобильных приложений (backend),,150000.0,200000.0,RUR,Москва,2017-08-09T13:59:05+0300
Java-backend разработчик,"Веб-программирование
Java
C#",,,,Волгоград,2017-07-10T14:03:30+0300
PHP разработчик (backend),"MySQL
SQL
REST
Symfony
PHP
ООП",,160000.0,RUR,Москва,2017-07-04T12:36:13+0300
Junior backend-разработчик (php),PHP,25000.0,45000.0,RUR,Челябинск,2017-11-30T14:18:31+0300
Junior javascript backend developer,,,,,Москва,2017-06-19T13:26:51+0300
Junior программист Python (backend).,"Python
Django Framework
Flask
Tornado
Twisted
Linux
SOAP
REST API
MySQL
PostgreSQL
ООП",60000.0,80000.0,RUR,Москва,2017-06-01T15:43:26+0300
PHP backend разработчик (Laravel),,,,,Ростов-на-Дону,2017-06-01T16:03:07+0300
Senior backend - разработчик,,,,,Москва,2017-06-13T19:11:48+0300
Java backend developer,"Java
SQL
Git",,,,Москва,2017-12-27T17:11:25+0300
PHP разработчик (backend/api),"php 7
REST API
Работа с SQL
MySQL, PostgreSQL
NoSQL СУБД
Unix/Linux
PHP разработчик
backend/api",,,,Москва,2017-11-07T10:47:53+0300
PHP-программист (symfony2/back end),"PHP
Symfony",,,,Алматы,2017-11-17T15:41:37+0300
PHP-программист (symfony2/back end),"PHP
Symfony",,,,Алматы,2017-11-17T15:41:37+0300
PHP-программист (symfony2/back end),"PHP
Symfony",,,,Нур-Султан,2017-11-17T15:41:37+0300
PHP-программист (symfony2/back end),"PHP
Symfony",,,,Нур-Султан,2017-11-17T15:41:37+0300
PHP-программист (symfony2/back end),"PHP
Symfony",,,,Караганда,2017-11-17T15:41:37+0300
PHP-программист (symfony2/back end),"PHP
Symfony",,,,Караганда,2017-11-17T15:41:37+0300
Java middle backend developer,"Java
MySQL
Spring Framework",50000.0,90000.0,RUR,Челябинск,2017-11-17T17:28:36+0300
Senior / Middle backend NET developer,"ASP.NET
C#
Entity Framework
MS SQL Server
JavaScript
AngularJS",,,,Харьков,2017-08-16T10:44:31+0300
PHP-программист (backend разработчик),"PHP
1С-Битрикс
MySQL
PostgreSQL
PHP5
ООП
PHP7
CMS Wordpress",20000.0,50000.0,RUR,Пенза,2017-07-07T12:59:20+0300
"Ведущий backend разработчик (.Net, MS SQL)",".NET Framework
MS SQL",,,,Москва,2017-12-06T09:58:02+0300
Senior backend Java Developer,"Java
Spring Framework",,,,Москва,2017-11-13T17:37:37+0300
Java backend разработчик,"Java
SCALA",30000.0,130000.0,RUR,Челябинск,2017-03-21T17:28:21+0300
PHP-разработчик (back end),,100000.0,,RUR,Москва,2017-09-28T11:58:17+0300
Java-backend разработчик,"Веб-программирование
Java
C#",,,,Волгоград,2017-06-05T11:32:03+0300
Программист Java (backend),"Java
AWS
Lambda
S3
Gamedev
Spring
Akka",,,,Минск,2017-06-05T11:35:32+0300
Junior-middle yii2 разработчик,"PHP
JavaScript
jQuery
SQL
Yii
MySQL
PHP5
HTML",,,,Саранск,2017-06-05T12:19:27+0300
FullStack разработчик (backend + frontend),"PHP
Git
JavaScript
1С-Битрикс
HTML
MySQL
CSS",70000.0,120000.0,RUR,Москва,2017-07-26T17:57:17+0300
"Ведущий разработчик (php, yii2) автоматизированных систем управления",,,,,Санкт-Петербург,2017-08-02T14:18:41+0300
Senior Java Developer (backend),,,,,Санкт-Петербург,2017-08-28T16:49:32+0300
Web-разработчик (backend),,80000.0,150000.0,RUR,Москва,2017-07-25T13:23:56+0300
Web-разработчик (backend),"PHP
MySQL
jQuery
ООП
MVC
Git
JavaScript
Yii
Laravel
Ajax",90000.0,140000.0,RUR,Москва,2017-07-10T16:57:50+0300
Java-разработчик (backend разработчик),"SCALA
Java
Git
PostgreSQL
aerospike
Erlang",400000.0,800000.0,KZT,Алматы,2017-07-04T08:21:30+0300
Системный Аналитик (backend-систем),,,,,Москва,2017-05-22T12:02:51+0300
Senior backend developer,,,,,Санкт-Петербург,2017-01-23T11:50:45+0300
Разработчик серверной части / backend developer,"C#
.NET Framework
SVN
LINQ
MySQL
MS Visual Studio
Unity",80000.0,100000.0,RUR,Новосибирск,2017-08-07T12:51:31+0300
Senior backend - разработчик,,,,,Москва,2017-07-17T14:11:00+0300
