name,key_skills,salary_from,salary_to,salary_currency,area_name,published_at
Java backend developer (Образовательная платформа),,,,,Москва,2020-02-03T13:04:50+0300
Middle/senior backend developer (PHP),"Redis
MySQL
PostgreSQL
RDBMS
NoSQL
RabbitMQ
PHP
Yii
Symfony
Teamleading
Laravel",,,,Минск,2020-04-18T17:14:41+0300
Middle/senior backend developer (PHP),"PHP
Redis
MySQL
RabbitMQ
Elasticsearch
Docker
Symfony
Yii
Микросервисы
Laravel",,,,Минск,2020-04-15T10:42:07+0300
Middle/senior backend developer (PHP),"MySQL
PostgreSQL
Redis
Yii
PHP
laravel
Symfony
Teamleading
Микросервисы",,,,Минск,2020-04-18T17:14:43+0300
Инженер-программист / back end Oracle Java / QA engineer,"JavaScript
jQuery
Spring Framework
Git
Java
SVN
REST
SOAP
SQL
Delphi
CSS
HTML5
Atlassian Jira
Oracle Pl/SQL",1000.0,2600.0,BYR,Минск,2020-04-15T19:58:49+0300
Python разработчик /backend developer (удаленная работа),"Python
HTML5
ООП
MySQL
Веб-программирование
SQL",100000.0,140000.0,RUR,Санкт-Петербург,2020-06-25T19:04:28+0300
Разработчик Python backend,"Python
Django Framework
PostgreSQL
RabbitMQ
Docker",,140000.0,RUR,Краснодар,2020-03-16T09:12:39+0300
Тестировщик бэкенда 1 С,"Функциональное тестирование
Тестирование
SQL
Пользователь ПК
Обучение и развитие",,,,Москва,2020-06-15T19:45:56+0300
Senior backend developer (Java) / Технологии онлайн-продаж,"Agile Project Management
руководство командой разработчиков
микросервисы
Системный анализ
Java
REST
SOAP
ORACLE
PostgreSQL",,,,Санкт-Петербург,2020-07-02T13:43:07+0300
Программист backend Middle в офис,"MySQL
JavaScript
PHP",60000.0,90000.0,RUR,Тольятти,2020-03-21T15:05:16+0300
Middle/Senior backend Java-разработчик,"Spring Framework
Java
ООП
Java SE
Docker",,1100000.0,KZT,Алматы,2020-01-21T15:00:25+0300
"Frontend, backend или fullstack разработчик","Git
Node.js
PostgreSQL
AngularJS
Less",,,,Рязань,2020-02-20T17:12:30+0300
Lead/senior backend developer (PHP),"Redis
MySQL
PostgreSQL
RDBMS
NoSQL
RabbitMQ
PHP
Yii
Symfony
Teamleading
Laravel",,,,Минск,2020-02-29T15:02:57+0300
Tech Lead backend (Antifraud),"Golang
highload
RabbitMQ
Kafka
Docker
SOLID
DRY
YAGNI",,,,Москва,2020-09-28T20:46:15+0300
"PHP разработчик, backend, Senior / Middle","Git
MySQL
jQuery
PHP
Bootstrap
API",3000.0,3500.0,USD,Минск,2020-05-14T11:29:28+0300
Разработчик Go (backend),"Git
Java
Linux",,,,Москва,2020-07-13T19:33:17+0300
Разработчик Go (backend),"Git
Java
Linux",,,,Саров,2020-07-13T19:33:17+0300
Web-разработчик (frontend + backend),"MySQL
CSS
JavaScript
PHP
Python
HTML5
Laravel",,170000.0,RUR,Санкт-Петербург,2020-04-20T14:11:06+0300
Ведущий Web-разработчик backend,,,130000.0,RUR,Кострома,2020-04-03T12:05:27+0300
Senior backend разработчик,"Linux
Python
Scrum
SQL
Java
PostgreSQL
PHP
Git",,,,Москва,2020-04-14T11:40:58+0300
Начинающий бэкенд разработчик (Juniour developer),"JavaScript
Node.js
TypeScript
Backend
SQL
PostgreSQL",,,,Санкт-Петербург,2020-03-21T15:15:39+0300
Middle / Senior backend Node.js developer,"JavaScript
GraphQL
Node.js
MongoDB",150000.0,220000.0,RUR,Санкт-Петербург,2020-03-24T15:26:54+0300
Senior Java backend разработчик,,,,,Санкт-Петербург,2020-02-26T16:15:57+0300
Python Middle Developer (backend программист),"Python
Git
Django Framework
ООП
TDD",80000.0,160000.0,RUR,Санкт-Петербург,2020-03-24T16:26:16+0300
PHP-разработчик (на symfony),,80000.0,120000.0,RUR,Челябинск,2020-02-26T18:10:10+0300
PHP-разработчик (на symfony),,,120000.0,RUR,Краснодар,2020-02-26T18:16:03+0300
Senior Go developer (backend),,200000.0,250000.0,RUR,Санкт-Петербург,2020-03-24T19:35:00+0300
Cloud .NET backend developer,"Английский язык
Design Patterns
Unit Testing
C#
Docker
ASP.NET
Web API
OOP
.NET Framework
OpenAPI",2000.0,,USD,Санкт-Петербург,2020-10-05T09:51:11+0300
PHP-разработчик (backend),"MySQL
ООП
PHP
Symfony
Git
Backend-разработка",,,,Новосибирск,2020-10-07T08:02:35+0300
"Программист full-stack, программист backend, программист frontend",,,,,Волгоград,2020-01-13T15:06:34+0300
Начинающий python backend разработчик,"Python
Nginx
Git
Angular
TypeScript/Javascript",,,,Санкт-Петербург,2020-01-13T17:02:53+0300
Менеджер по подбору тестировщиков для бекендеров,,,,,Гудермес,2020-01-28T17:38:21+0300
Junior разработчик (JavaScript backend),JavaScript,60000.0,,RUR,Москва,2020-02-27T19:08:48+0300
"Ведущий backend программист С#, .NET","C#
.NET",,,,Москва,2020-09-29T10:15:18+0300
Python backend разработчик (Flask),"Git
SQL
Flask
Unit Testing
Английский язык
Python 3
Python
Django Framework",,,,Москва,2020-10-14T19:27:32+0300
Ведущий backend-разработчик PHP / Team Lead,"Git
1С-Битрикс
PHP
Laravel
Yii
Symfony",150000.0,220000.0,RUR,Москва,2020-08-17T15:33:59+0300
Ведущий backend-разработчик PHP / Team Lead,"Git
1С-Битрикс
PHP
Laravel
Yii
Symfony",150000.0,220000.0,RUR,Санкт-Петербург,2020-08-17T15:33:59+0300
Ведущий backend-разработчик PHP / Team Lead,"Git
1С-Битрикс
PHP
Laravel
Yii
Symfony",150000.0,220000.0,RUR,Краснодар,2020-08-17T15:33:59+0300
C# разработчик (backend),"ASP.NET
AngularJS
C#
.NET Framework
MongoDB",,220000.0,RUR,Москва,2020-07-21T18:12:39+0300
Symfony backend developer (Symfony бэкенд разработчик),Symfony,90000.0,120000.0,RUR,Краснодар,2020-07-21T19:13:14+0300
Symfony backend developer (Symfony бэкенд разработчик),Symfony,90000.0,120000.0,RUR,Краснодар,2020-07-21T19:13:14+0300
"Senior developer (PHP, symfony)","PHP7
RabbitMQ
Linux
PostgreSQL
Symfony
Redis
Тестирование",,,,Москва,2020-08-18T00:04:42+0300
QA Manual Engineer (backend),,,,,Нижний Новгород,2020-04-03T14:58:51+0300
Web backend/Ruby разработчик,"Ruby On Rails
Ruby
MS SQL
Web Application Development
Работа с базами данных",,,,Тольятти,2020-09-21T08:02:31+0300
Разработчик backend,"Java
Git
Node.js
typescipt
docker
Nginx
PostgreSQL
graphql
webview
REST",300000.0,700000.0,KZT,Нур-Султан,2020-10-08T06:31:05+0300
Middle backend developer (web),"PHP
Git
Symfony",,,,Москва,2020-10-12T09:17:03+0300
Middle Java Developer (backend),"Java EE
Spring Framework
REST",,,,Минск,2020-01-12T14:57:38+0300
Разработчик C# (backend) mid/senior,"PostgreSQL
ASP.NET
Core WebApi
Entity Framework
Redis
C#
SQL
Amazon Web Services",56000.0,80000.0,RUR,Санкт-Петербург,2020-09-22T18:53:05+0300
Программист PHP (backend) в Нижний Новгород,,,,,Чебоксары,2020-10-05T16:29:33+0300
Программист PHP (backend) в Нижний Новгород,,,,,Йошкар-Ола,2020-10-05T16:29:33+0300
Программист PHP (backend) в Нижний Новгород,,,,,Саранск,2020-10-05T16:29:33+0300
Программист PHP (backend) в Нижний Новгород,,,,,Киров (Кировская область),2020-10-05T16:29:33+0300
PHP разработчик middle symfony,,90000.0,100000.0,RUR,Калининград,2020-07-09T16:16:08+0300
Team Lead backend,"MySQL
Git
PHP5
Linux
Laravel",200000.0,,RUR,Санкт-Петербург,2020-08-05T20:40:51+0300
Ruby on Rails backend разработчик,"Ruby On Rails
Git
PostgreSQL
Ruby
SQL
JSON API",150000.0,250000.0,RUR,Казань,2020-08-06T00:03:23+0300
Программист Java (backend),,60000.0,100000.0,RUR,Хабаровск,2020-02-26T09:13:46+0300
Kotlin (Java) -backend разработчик,,,,,Санкт-Петербург,2020-08-26T16:31:33+0300
Full stack Java developer (or strong Middle\Regular back end),"Java
Spring Framework
JavaScript
Английский язык
HTML
CSS",250000.0,290000.0,RUR,Санкт-Петербург,2020-09-24T20:43:28+0300
Python backend инженер,"Пользователь ПК
Python
Асинхронное программирование
Северное программирование
экстримальное программирование
Developer Express",100000.0,160000.0,RUR,Москва,2020-08-26T21:59:34+0300
Помощник Web (веб) программиста / backend developer,,20000.0,,RUR,Самара,2020-09-21T16:38:49+0300
Junior backend Node.js developer,"Git
Linux
Node.js",50000.0,,RUR,Москва,2020-10-12T16:56:14+0300
Junior PHP Developer (backend)/Младший PHP разработчик,,40000.0,70000.0,RUR,Москва,2020-09-25T17:34:56+0300
Разработчик backend (C#_PostrgeSQL),"PostgreSQL
AngularJS
SQL
MS SQL
.NET Framework",,,,Москва,2020-02-07T10:11:40+0300
"Senior developer (PHP, symfony)","PHP7
RabbitMQ
Linux
PostgreSQL
Symfony
Redis
Тестирование",,,,Москва,2020-06-17T01:15:23+0300
"Middle, Middle+ Java backend developer","Java
Vert.x
Spring Framework
Requery
SQL
PostgreSQL
Linux",75000.0,125000.0,RUR,Ростов-на-Дону,2020-02-07T15:02:22+0300
Главный backend-разработчик,,,,,Санкт-Петербург,2020-02-07T15:11:13+0300
"Веб-программист/web-программист (php, yii)","yii2
MySQL
JavaScript
CSS3
jQuery
API
web-разработка
Веб-программирование
PHP
PHP7",,,,Челябинск,2020-06-17T15:10:49+0300
Java backend разработчик,"Java SE
MySQL
Git
Spring Framework
Hibernate ORM
PostgreSQL
Linux
ООП
Spring Boot
Apache Ignite
Apache Cassandra
Яндекс ClickHouse
HAproxy
Nginx
RabbitMQ
Scrum
Apache Solr
Elasticsearch
SQL",,,,Москва,2020-07-02T13:13:42+0300
Инженер-программист I категории (backend php разработчик),,70000.0,,RUR,Уфа,2020-06-23T09:46:43+0300
Инженер-программист II категории (backend php разработчик),,50000.0,,RUR,Уфа,2020-06-23T09:46:43+0300
Java backend developer,"Spring Framework
Java
Git
SQL
PostgreSQL",,,,Москва,2020-05-29T09:43:54+0300
Инженер по тестированию backend/ QA-инженер backend,"SQL
Python
Java
Функциональное тестирование
Регресионное тестирование
C#
Postman
Jmeter
PHP
Автоматизированное тестирование
Нагрузочное тестирование
Git",,,,Москва,2020-06-25T11:50:59+0300
Java backend-разработчик,"Spring Framework
PostgreSQL
Apache Maven
Java
Hibernate ORM",,,,Москва,2020-08-03T09:29:09+0300
Middle backend/full stack developer,"Git
Python
Django Framework
REST
API
GraphQL
JavaScript
Vue.js",,,,Москва,2020-07-23T14:58:16+0300
Java backend developer,,,,,Санкт-Петербург,2020-06-26T17:00:34+0300
PHP developer || backend dev,"Start-up project
MySQL
HTML5
HTML
PHP
Математический анализ",150000.0,,RUR,Москва,2020-08-21T09:46:16+0300
Senior backend developer,"Spring Framework
Java EE
Hibernate ORM
Java
Java Servlets",,,,Санкт-Петербург,2020-03-21T14:06:16+0300
Ведущий Go разработчик / TechLead в команду бэкенда,,,,,Москва,2020-09-26T16:30:00+0300
"Руководитель команды бэкенда / платформы (Go, Tarantool)",,,,,Москва,2020-09-26T16:30:00+0300
Senior backend Java-разработчик,"Java
ООП
Docker",,1100000.0,KZT,Алматы,2020-03-10T08:55:46+0300
Разработчик C# (backend),"WPF
WCF
LINQ
C#
Entity Framework
jetbrains YouTrack
Agile
Net
Transact-SQL
MS SQL
net.core
OrmLite
ServiceStack
SQL 2017
web",150000.0,,RUR,Москва,2020-03-10T09:22:11+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Омск,2020-06-16T15:19:59+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Самара,2020-05-08T13:06:17+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Ростов-на-Дону,2020-04-29T12:44:28+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Уфа,2020-06-04T15:04:22+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Красноярск,2020-04-29T12:44:40+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Великий Новгород,2020-06-04T15:04:09+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Пермь,2020-06-11T09:00:07+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Воронеж,2020-06-11T09:00:14+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Волгоград,2020-06-11T09:00:22+0300
"QA Engineer (ручное тестирование, backend)","Тестирование
Linux
HTTP
Bash",,,,Санкт-Петербург,2020-10-16T14:52:31+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Томск,2020-04-15T16:46:59+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",90000.0,,RUR,Тюмень,2020-06-11T09:01:05+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Саратов,2020-04-15T17:25:48+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Ижевск,2020-06-11T09:00:57+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Краснодар,2020-06-11T09:00:52+0300
Backend разработчик (middle backend php developer),"MySQL
PHP5
Git
ООП
PHP",85000.0,,RUR,Кемерово,2020-04-15T17:35:11+0300
Backend разработчик (middle backend php developer),"MySQL
Git
PHP5
Symfony
ООП",85000.0,,RUR,Рязань,2020-04-15T17:37:23+0300
Системный архитектор (backend),,,,,Москва,2020-04-15T18:18:44+0300
"Программист Full Stack/ backend, Python","Python
Django Framework
Linux
Git
Nginx
JavaScript
SQL
Maria DB",,,,Вологда,2020-08-03T14:36:08+0300
Java backend developer,,,,,Санкт-Петербург,2020-05-12T10:15:52+0300
Senior Java backend разработчик,,,,,Санкт-Петербург,2020-05-12T12:00:36+0300
Middle/Senior backend разработчик,"Git
Node.js
MongoDB
Linux
XML
SOAP-XML, SOAP-JSON, JSON-RPC
TypeScript",,,,Ташкент,2020-06-10T09:22:51+0300
.Net backend Developer,,4000.0,,USD,Минск,2020-01-14T13:34:21+0300
Middle backend developer,"MySQL
Redis
Yii
ООП",120000.0,170000.0,RUR,Москва,2020-06-19T08:47:56+0300
PHP-разработчик (back end),"ООП
C++
PHP
JavaScript",50000.0,,RUR,Тольятти,2020-05-20T00:06:16+0300
Разработчик Python backend,"Python
Django Framework
RabbitMQ
Docker
PostgreSQL",,140000.0,RUR,Ростов-на-Дону,2020-10-01T20:11:25+0300
"Middle web developer/Team- lead (php, yii)","yii2
MySQL
JavaScript
CSS3
jQuery
API
web-разработка
Веб-программирование
PHP
PHP7",,150000.0,RUR,Санкт-Петербург,2020-06-17T13:00:05+0300
Разработчик бекэнда,"Git
Linux
Redis
Node.js
JavaScript
MQTT",,,,Москва,2020-10-03T13:28:46+0300
QA Automation Engineer (backend),"Python
Git
MongoDB
PostgreSQL
Atlassian Jira",,,,Нижний Новгород,2020-01-31T13:59:16+0300
"Senior backend Java developer (Omni, сфера Инвестиций)","Spring Framework
Java
PostgreSQL
MS SQL Server
SQL
Аналитическое мышление
СУБД
База данных: Oracle",,,,Санкт-Петербург,2020-09-14T12:54:13+0300
"Разработчик Битрикс (backend, frontend)","Ответственность и умение работать по стандартам.
PHP
MySQL
Git
ООП
Ajax
1С-Битрикс
CSS
JavaScript",,350000.0,KZT,Алматы,2020-09-01T11:10:43+0300
Разработчик бекэнда,"Git
Linux
Redis
Node.js
JavaScript
MQTT",,,,Москва,2020-10-15T17:39:41+0300
Web - разработчик (backend),"Git
AngularJS
PostgreSQL
PHP
Laravel
API
Linux
REST",,90000.0,RUR,Ростов-на-Дону,2020-05-13T14:49:53+0300
Ведущий бэкенд разработчик (Senior Backend Developer .NET Core),"C#
REST
PostgreSQL
Git",,,,Москва,2020-10-13T12:43:57+0300
Middle backend/full stack developer,"Git
Python
Django Framework
REST
API
GraphQL
JavaScript
Vue.js",,,,Москва,2020-04-17T13:15:43+0300
Senior Nodejs Developer (backend) / Старший Nodejs разработчик (сервер),"Node.js
Typescript
Rx
Docker",,,,Москва,2020-03-12T14:10:42+0300
Junior backend-разработчик,"ООП
Go
C#
SQL
Java
Python
NoSQL
Docker
Golang",30000.0,50000.0,RUR,Рязань,2020-03-23T12:57:17+0300
Руководитель направления backend разработки (Team Lead),,,,,Казань,2020-03-10T10:27:29+0300
Senior backend developer (Java/Kotlin),"Java
Kotlin
JVM
MongoDB
Rabbit
Redis
Graphana
ELK
Kubernetes
Docker",,,,Москва,2020-10-12T10:22:17+0300
Senior backend developer (WEB),"Git
Linux
SQL
PostgreSQL
PHP
Проведение тестирований",100000.0,250000.0,RUR,Екатеринбург,2020-03-14T16:05:44+0300
Team Lead backend,"MySQL
Git
PHP5
Linux
Laravel",200000.0,,RUR,Санкт-Петербург,2020-08-13T15:10:15+0300
Backend разработчик (middle backend php developer),,,,,Санкт-Петербург,2020-06-16T15:19:47+0300
Руководитель группы бэкенд-разработки (С++),"PostgreSQL
Redis
MongoDB
Linux
C++",,,,Москва,2020-03-31T18:52:32+0300
Руководитель группы бэкенд-разработки (PHP) в сервис Яндекс.Еда,"PHP
MySQL
PostgreSQL
Teamleading
Symfony",,,,Москва,2020-03-31T18:53:50+0300
Java-backend разработчик,,,,,Санкт-Петербург,2020-01-29T16:30:36+0300
Младший backend-разработчик (IBM Integration Bus),"IBM
SQL
Bank Software",,,,Воронеж,2020-01-29T17:29:32+0300
Frontend программист Js / React + .net backend,"C#
.NET Framework
JavaScript",70000.0,120000.0,RUR,Томск,2020-01-29T21:08:25+0300
Разработчик (бэкенд),,80000.0,,RUR,Пермь,2020-06-04T22:34:57+0300
Java Developer (backend),"Hibernate ORM
PostgreSQL
Git
Spring Framework
Java
Atlassian Confluence
Atlassian Jira
Apache Maven
REST",,,,Санкт-Петербург,2020-06-15T10:40:23+0300
Senior web developer (backend),"JavaScript
MySQL
jQuery
Git
Ajax
CSS3
ООП
HTML
PHP7
Yii
Английский язык
Symfony",160000.0,250000.0,RUR,Москва,2020-03-18T18:40:44+0300
PHP backend senior developer (Symfony/Laravel),"PHP
Laravel
Software Development
Symfony
Docker
Git
Linux
MySQL
REST
API
Python
PHPUnit",160000.0,,RUR,Санкт-Петербург,2020-03-18T19:28:59+0300
РНР - программист (backend),"jQuery
JavaScript
MySQL
PHP
PHP7
Laravel
MariaDB",120000.0,150000.0,RUR,Москва,2020-02-21T12:39:08+0300
Java backend разработчик,,136900.0,,RUR,Санкт-Петербург,2020-01-27T08:58:00+0300
Стажёр в отдел backend-разработки,"SQL
Английский язык
Git
C#",,,,Санкт-Петербург,2020-10-01T11:15:37+0300
Стажёр на backend разработку (C#) в команду Рамблер/кассы,"C# 8
.Net core
ASP.NET
SOLID
REST
SQL",,,,Москва,2020-10-01T11:17:33+0300
Middle/Senior backend разработчик,"Git
Node.js
MongoDB
Linux
XML
SOAP-XML, SOAP-JSON, JSON-RPC
TypeScript",,,,Ташкент,2020-03-27T10:42:26+0300
Руководитель backend разработки,"Python
MongoDB
Git
Linux
ООП
PostgresDB
Redis
Kafka
NoSQL
Hadoop
Cloudera
DevOps",,,,Москва,2020-09-14T09:42:29+0300
Руководитель backend разработки,"Python
MongoDB
Git
Linux
ООП
PostgresDB
Redis
Kafka
NoSQL
Hadoop
Cloudera
DevOps",,,,Санкт-Петербург,2020-09-14T09:42:29+0300
Руководитель backend разработки,"Python
MongoDB
Git
Linux
ООП
PostgresDB
Redis
Kafka
NoSQL
Hadoop
Cloudera
DevOps",,,,Казань,2020-09-14T09:42:29+0300
Руководитель backend разработки,"Python
MongoDB
Git
Linux
ООП
PostgresDB
Redis
Kafka
NoSQL
Hadoop
Cloudera
DevOps",,,,Набережные Челны,2020-09-14T09:42:29+0300
Middle PHP-программист (symfony),"PHP5
Symfony
JavaScript
Git
DDD
PostgreSQL
PHP",,,,Москва,2020-09-14T12:03:56+0300
TeamLead backend разработчик,"Spring Framework
Java SE
JUnit
Apache Maven
Java EE",,,,Москва,2020-10-05T10:10:59+0300
Senior backend-разработчик (PHP),"MySQL
Redis
Linux
PHP
TCP/IP",,,,Новосибирск,2020-09-14T12:27:59+0300
Senior backend-разработчик (PHP),"MySQL
Redis
Linux
PHP
TCP/IP",,,,Санкт-Петербург,2020-09-14T12:27:59+0300
Senior backend-разработчик (PHP),"MySQL
Redis
Linux
PHP
TCP/IP",,,,Иннополис,2020-09-14T12:27:59+0300
Team lead backend-разработчиков,"Git
MySQL
SQL
PostgreSQL
PHP5",,,,Алматы,2020-09-21T07:40:46+0300
Программист С++ (Linux backend),,,,,Омск,2020-10-13T08:56:51+0300
Web-разработчик (backend),,,,,Омск,2020-10-13T08:56:51+0300
Ведущий бэкенд разработчик php/YII2,"MySQL
Redis
JavaScript
Yii
CSS
PHP",,,,Москва,2020-06-09T12:39:00+0300
Senior / Middle automation QA (backend),"Atlassian Jira
Test case
Linux
Python
Bash
PyTest",2000.0,,EUR,Москва,2020-06-09T12:53:20+0300
Aspose.PSD Cloud .NET backend developer,"C#
Web Application Development
.NET Framework
Python
Ruby
Unit Testing
Java
ООП
Design Patterns
ASP.NET
Английский язык",,,,Киев,2020-07-09T14:27:04+0300
Senior/Middle Backend разработчик (laravel),"Git
JavaScript
jQuery
MySQL
Linux
laravel
docker",,,,Москва,2020-07-06T14:40:55+0300
Разработчик С# (backend),,,,,Москва,2020-03-20T13:52:35+0300
Ведущий backend-разработчик [id 33962],"CSS
AngularJS
HTML
REST
HTTP",,,,Санкт-Петербург,2020-05-29T15:17:37+0300
"Java-разработчик, backend","JavaEE
Java
Spring Framework
Git
Apache Maven",120000.0,180000.0,RUR,Москва,2020-05-29T15:21:47+0300
"PHP developer (symfony, highload service)","PHP
Symfony
RabbitMQ
Memcached
Redis
MySQL
ERP",100000.0,,RUR,Москва,2020-10-02T15:15:29+0300
Middle Node.js Developer (backend),"Git
Linux
MySQL
Node.js",80000.0,150000.0,RUR,Новосибирск,2020-05-26T17:39:08+0300
PHP-разработчик (back end),,,,,Москва,2020-09-11T13:08:14+0300
Senior backend developer (Java),"Java
Presentation skills
Teamleading",220000.0,300000.0,RUR,Москва,2020-09-11T11:25:32+0300
Middle PHP backend developer,"PHP
Laravel
REST
Git",1000.0,2000.0,USD,Ростов-на-Дону,2020-07-27T09:19:51+0300
Lead backend automation QA,"Atlassian Jira
Test case
Linux
Python
Pytest",2000.0,,EUR,Москва,2020-08-14T15:25:30+0300
Senior/Middle backend-разработчик Node.js,"Node.js
JavaScript
Linux
SQL
ООП
Nginx
Docker
Nest.js
TypeScript",180000.0,230000.0,RUR,Москва,2020-09-11T16:45:14+0300
Java backend (server side) разработчик,,130000.0,,RUR,Москва,2020-10-08T18:42:02+0300
Стажер backend,"CSS
HTML
Drupal API
Организация мероприятий
Английский язык
PHP
SQL",,,,Омск,2020-07-20T08:55:29+0300
"Веб-программист/web-программист (php, yii)","yii2
MySQL
JavaScript
CSS3
jQuery
API
web-разработка
Веб-программирование
PHP
PHP7",,,,Челябинск,2020-07-20T09:50:18+0300
"Middle web developer/Team- lead (php, yii)","yii2
MySQL
JavaScript
CSS3
jQuery
API
web-разработка
Веб-программирование
PHP
PHP7",,150000.0,RUR,Санкт-Петербург,2020-07-20T09:51:49+0300
Junior PHP-developer (backend),"JavaScript
Git
Yii
HTML
CSS",,,,Москва,2020-07-20T09:57:53+0300
Python разработчик (backend),"Python
Git
PostgreSQL
Django Framework
Linux
DRF",,,,Москва,2020-09-14T14:11:14+0300
Веб-разработчик (backend Буквоед),"PostgreSQL
Linux
MySQL
PHP5
PHP",110000.0,160000.0,RUR,Санкт-Петербург,2020-04-13T10:09:17+0300
Team lead back end,"Git
Python
SQL
JUnit
Java",,,,Москва,2020-04-18T18:40:41+0300
Ведущий разработчик асинхронных бэкендов на Python и PostgreSQL / backend-разработчик,"Python
PostgreSQL
Django Framework
Redis
RabbitMQ
Асинхронное программирование",180000.0,200000.0,RUR,Москва,2020-04-19T17:59:55+0300
Ведущий разработчик асинхронных бэкендов на Python и PostgreSQL / backend-разработчик,"Python
PostgreSQL
Django Framework
Redis
RabbitMQ
Асинхронное программирование",180000.0,200000.0,RUR,Москва,2020-04-19T17:59:55+0300
Middle Node.js Developer (backend),"Git
Linux
MySQL
Node.js",80000.0,150000.0,RUR,Новосибирск,2020-04-21T11:33:45+0300
Junior Node.js Developer (backend),"Git
Linux
MySQL
Node.js",40000.0,50000.0,RUR,Новосибирск,2020-04-21T11:35:27+0300
Java backend - разработчик,"Git
Java
Spring Framework
SQL
PostgreSQL
Hibernate ORM",,,,Орел,2020-02-03T13:27:45+0300
Программист / backend developer,"MySQL
PHP
jQuery
HTML
CSS
JavaScript",35000.0,,RUR,Самара,2020-01-17T12:27:07+0300
Инженер-программист ГИС (backend),Python,80000.0,,RUR,Москва,2020-01-17T12:51:44+0300
Middle/Senior PHP developer (laravel),laravel php,,,,Минск,2020-01-17T13:11:12+0300
Разработчик backend сайта Sberbank.ru,"Java
СУБД
ORACLE
IBM
Oracle Application Server
Docker",,,,Москва,2020-03-17T15:07:00+0300
Ведущий бэкенд разработчик (Senior Backend Developer .NET Core),"C#
REST
PostgreSQL
Git",,,,Москва,2020-03-15T16:34:48+0300
Ведущий backend-разработчик [id 33962],"CSS
AngularJS
HTML
REST
HTTP",,,,Санкт-Петербург,2020-02-17T16:39:52+0300
"Senior backend-разработчик (Blockchain, распределенные реестры)","C++
Криптография
Blockchain
DLT
WebAssembly",,350000.0,RUR,Москва,2020-03-15T18:38:13+0300
Старший бэкенд-разработчик (Scala),"Linux
SCALA
REST
Akka
Kafka
Cassandra",,,,Санкт-Петербург,2020-03-18T19:10:22+0300
Java backend (server side) разработчик,,130000.0,,RUR,Москва,2020-03-15T19:28:25+0300
Remote senior backend .Net/Angular developer,"Git
C#
MS SQL Server
MS SQL
Design Patterns
.NET Framework
Angular
ASP.NET
SaaS
Azure
typescript",,,,Канада,2020-08-19T19:41:29+0300
"Ведущий backend разработчик (PHP), Москва","PHP
MySQL
jQuery
JavaScript
Git
PostgreSQL
1С-Битрикс
Yii
CSS
HTML
Ajax
XML",120000.0,,RUR,Москва,2020-05-12T14:33:56+0300
Backend developer (бэкенд разработчик),"MySQL
Scrum
Git
PHP",50000.0,90000.0,RUR,Новороссийск,2020-05-12T16:50:29+0300
Backend разработчик (PHP/laravel),"PHP
laravel
Git",110000.0,160000.0,RUR,Москва,2020-06-08T22:45:44+0300
Team lead (java backend),,,,,Санкт-Петербург,2020-10-13T11:45:26+0300
Go / Golang backend developer,"PostgreSQL
Git
SQL
Linux
Транспортная логистика",,,,Москва,2020-10-16T12:06:59+0300
"Веб-программист/web-программист (проект личный кабинет, yii2)","yii2
MySQL
JavaScript
CSS3
jQuery
API
web-разработка
Веб-программирование
PHP
PHP7
vue js
Symfony",,,,Санкт-Петербург,2020-10-13T12:36:14+0300
Net Middle / Senior backend developer,"C#
SQL
MS SQL
Unit Testing
Разработка технических заданий",,,,Москва,2020-10-16T13:08:35+0300
Senior Java backend разработчик,,,,,Санкт-Петербург,2020-02-14T10:00:10+0300
"Python backend developer (flask,asyncio)","Linux
SQL
docker
Базы данных
Git
Python
Flask
sqlalchemy
JSON
RESTful API
XML
HTTP
SOAP
MQ",,,,Москва,2020-02-14T14:05:22+0300
"Python backend developer (flask,asyncio)","Linux
SQL
docker
Базы данных
Git
Python
Flask
sqlalchemy
JSON
RESTful API
XML
HTTP
SOAP
MQ",,,,Москва,2020-02-14T14:05:22+0300
